OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
596,2016,NonResidential,Small- and Mid-Sized Office,5050,5050 1st Ave S,Seattle,WA,98134,3573700410,2,GREATER DUWAMISH,47.55623,-122.33316,1938,1,1,"50,008",0,"50,008",Office,Office,"50,008",,,,,,62,64,67.59999847,162.1000061,163.8999939,"3,202,213","3,380,481.5",0,"665,544.375","2,270,837","9,313.75","931,375",false,,Compliant,,65.3,1.31
597,2016,NonResidential,Large Office,635 Elliott - South Bldg.,635 Elliott Avenue West,Seattle,WA,98119,3879902270,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,2009,1,4,"291,176","100,176","191,000","Office, Parking",Office,"194,674",Parking,"111,198",,,,98,34.20000076,34.20000076,106.5999985,106.5999985,"6,657,348.5","6,657,348.5",0,"1,929,988","6,585,119",722.2838745,"72,228",false,,Compliant,,49.74,0.17
598,2016,NonResidential,Warehouse,4225 2nd Ave So.,4225 2nd Ave. South,Seattle,WA,98134,3957900060,2,GREATER DUWAMISH,47.56549,-122.33221,1957,1,1,"50,832",0,"50,832","Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,"43,920",Office,"6,912",,,,63,50.20000076,50.20000076,77.90000153,77.90000153,"2,551,022.25","2,551,022.25",0,"179,950.4063","613,991","19,370.31641","1,937,032",false,,Compliant,,107.16,2.11
599,2016,NonResidential,Refrigerated Warehouse,Uwajimaya (Seattle 5),4601 6th Ave S,Seattle,WA,98108,3958900565,2,GREATER DUWAMISH,47.56158,-122.32754,1971,1,1,"76,354",0,"76,354",Refrigerated Warehouse,Refrigerated Warehouse,"76,486",,,,,,70,37.20000076,36.5,116.4000015,114.3000031,"2,843,033.5","2,792,753.5",0,"830,282.5","2,832,924",101.0899963,"10,109",false,,Compliant,,20.29,0.27
600,2016,NonResidential,Warehouse,Merlino Foods Building,4100 4th Avenue South,Seattle,WA,98134,3958900851,2,GREATER DUWAMISH,47.56558,-122.32889,1956,1,1,"98,480",0,"98,480",Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"98,480",,,,,,65,28.79999924,29.39999962,81.19999695,81.30000305,"2,831,565.5","2,898,646",0,"704,380.6875","2,403,347","4,282.180176","428,218",false,,Compliant,,39.5,0.4
601,2016,NonResidential,Mixed Use Property,Wallingford Center,1815 N 45th St.,Seattle,WA,98103,4083300140,4,LAKE UNION,47.66113,-122.33572,1904,1,2,"53,002",0,"53,002","Multifamily Housing, Parking, Restaurant, Retail Store",Retail Store,"31,602",Parking,"27,427",Multifamily Housing,"18,130",,75,64.40000153,67.19999695,168.3000031,171.1999969,"3,441,643.25","3,591,767.75",0,"754,551.875","2,574,531","8,671.120117","867,112",false,,Compliant,,64,1.21
602,2016,NonResidential,Mixed Use Property,199 Blaine,199 E Blaine St.,Seattle,WA,98102,4088802666,4,LAKE UNION,47.63465,-122.32592,2008,1,3,"175,918","51,218","124,700","Laboratory, Office, Parking",Office,"66,737",Parking,"58,218",Laboratory,"30,230",,,232.3000031,235.6000061,503.6000061,502,"22,530,168","22,846,738",0,"3,530,997","12,047,762","104,824.0547","10,482,405",false,,Compliant,,640.71,3.64
603,2016,NonResidential,Other,1241 Eastlake - Zymogenetics,1241 Eastlake Ave E,Seattle,WA,98102,4088802925,3,LAKE UNION,47.63108,-122.32746,1920,1,3,"169,785","63,782","106,003","Other, Parking",Other,"106,003",Parking,"63,782",,,,NULL,180.6999969,183.1999969,451,453.6000061,"19,155,416","19,419,744",0,"3,883,254","13,249,663","59,057.51953","5,905,752",false,,Compliant,,406.02,2.39
604,2016,NonResidential,Large Office,AGC Building,1200 Westlake Ave N,Seattle,WA,98109,4088803725,7,LAKE UNION,47.63,-122.3396,1971,1,11,"124,721",0,"124,721","Food Service, Office, Parking, Restaurant",Office,"107,594",Restaurant,"15,600",Parking,"12,000",,58,111.4000015,115,252.1999969,255.8999939,"13,898,181","14,339,818",0,"2,365,175.75","8,069,980","58,282.00781","5,828,201",false,,Compliant,,365.79,2.93
605,2016,NonResidential,Small- and Mid-Sized Office,Lake Union Building,1700 Westlake Ave N,Seattle,WA,98109,4088803750,7,LAKE UNION,47.63376,-122.33968,1970,1,7,"94,002",0,"94,002","Office, Parking",Office,"93,905",Parking,"31,348",,,,70,60.29999924,60.29999924,189.3000031,189.3000031,"5,662,234","5,662,234",0,"1,659,505.75","5,662,234",0,0,false,,Compliant,,39.47,0.42
606,2016,NonResidential,Warehouse,NWCP-SEA Bldg U,520 S Brandon St,Seattle,WA,98108,5084400005,2,GREATER DUWAMISH,47.55515,-122.3275,1974,1,1,"93,020",0,"93,020",Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"93,020",,,,,,60,13.5,13.5,42.29999924,42.29999924,"1,252,323.875","1,252,323.875",0,"367,035.0938","1,252,324",0,0,false,,Compliant,,8.73,0.09
19746,2016,NonResidential,Other,ARTECH,2609 1st Avenue,Seattle,WA,98121,0653000350,7,DOWNTOWN,47.6153,-122.35014,1946,1,1,"23,000",0,"23,000","Office, Other",Other,"20,310",Office,"2,689.600098",,,,,30.89999962,36.79999924,56.09999847,63.20000076,"711,118.375","845,892.1875",0,"76,388.79688","260,639","4,504.796875","450,480",false,,Compliant,,25.74,1.12
607,2016,NonResidential,Supermarket / Grocery Store,Safeway 1965 - Rainier Ave,9262 Rainier Ave,Seattle,WA,98118,5087400030,2,SOUTHEAST,47.52095,-122.26825,2002,1,1,"61,053",0,"61,053","Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,"54,434",Parking,0,,,,32,241.3000031,249.1999969,578.7000122,587,"13,133,225","13,564,414",0,"2,483,776","8,474,644","46,585.80469","4,658,580",false,,Compliant,,306.5,5.02
608,2016,NonResidential,Large Office,411 1ST AVE  S (ID608),411 1ST AVE S,Seattle,WA,98104,5247800200,2,DOWNTOWN,47.59878,-122.33458,1913,5,7,"154,159",0,"154,159",Office,Office,"193,154",,,,,,100,58,58.79999924,28,28.70000076,"11,195,917","11,348,758",0,"471,503","1,608,768","3,430.500488","343,050",false,,Non-Compliant,Low outlier,29.43,0.19
609,2016,NonResidential,Small- and Mid-Sized Office,111 S. Jackson,111 South Jackson Street,Seattle,WA,98104,5247800255,2,DOWNTOWN,47.59895,-122.33379,1904,1,5,"78,920",0,"78,920",Office,Office,"78,564",,,,,"2,017",88,36,36,113.0999985,113.0999985,"2,830,674.75","2,830,674.75",0,"829,623.1875","2,830,674",0,0,false,,Compliant,,19.73,0.25
610,2016,NonResidential,Small- and Mid-Sized Office,FX McRory Building,419 Occidental Ave. S.,Seattle,WA,98104,5247800280,2,DOWNTOWN,47.59855,-122.33327,1906,1,7,"99,440",0,"99,440","Office, Retail Store",Office,"65,088",Retail Store,"23,857",,,,64,74.30000305,75,188.1000061,188.8000031,"6,606,832.5","6,669,621.5",0,"1,373,344.375","4,685,851","19,209.81055","1,920,981",false,,Compliant,,134.69,1.35
611,2016,NonResidential,Small- and Mid-Sized Office,Westland Building,100 South King Street,Seattle,WA,98104,5247800300,2,DOWNTOWN,47.59856,-122.33379,1907,1,6,"73,260",0,"73,260",Office,Office,"63,871",,,,,,82,44.70000076,47.29999924,140.3000031,148.5,"2,853,189.5","3,020,795",0,"836,221.875","2,853,189",0,0,false,,Compliant,,19.89,0.27
612,2016,NonResidential,Small- and Mid-Sized Office,The Globe Building,105 South Main St.,Seattle,WA,98104,5247800320,7,DOWNTOWN,47.59979,-122.3338,1900,1,4,"69,817",0,"69,817","Office, Retail Store",Office,"34,647",Retail Store,"26,039",,,,87,35.90000153,39.20000076,82.5,87,"2,178,074.5","2,380,143.75","771,085.1875","364,924.6875","1,245,123","1,618.65979","161,866",false,,Compliant,,76.8,1.1
613,2016,NonResidential,Small- and Mid-Sized Office,The Grand Central Building,216 1st Ave. S.,Seattle,WA,98104,5247800390,7,DOWNTOWN,47.60035,-122.33379,1900,1,4,"84,750",0,"84,750","Enclosed Mall, Office",Office,"41,609",Enclosed Mall,"28,734",,,,,29.79999924,30.79999924,86.09999847,87.19999695,"2,094,724.625","2,165,173.25",0,"541,278.3125","1,846,842","2,478.827148","247,883",false,,Compliant,,26.04,0.31
614,2016,NonResidential,Small- and Mid-Sized Office,Interurban Building,157 Yesler Way,Seattle,WA,98104,5247800555,7,DOWNTOWN,47.60146,-122.33248,1900,1,6,"75,496","13,320","62,176","Office, Restaurant, Retail Store",Office,"45,799",Retail Store,"9,739",Restaurant,"4,689",,,59.29999924,62.09999847,186.1000061,195,"3,570,161.75","3,740,114.25",0,"1,046,354.5","3,570,162",0,0,false,,Compliant,,24.89,0.33
615,2016,NonResidential,Large Office,Occidental Mall,308 Occidental Avenue S,Seattle,WA,98104,5247800695,7,DOWNTOWN,47.59962,-122.33247,1900,1,4,"164,380",0,"164,380","Office, Retail Store",Office,"123,607",Retail Store,"20,795",,,,79,53,53.90000153,145.8000031,146.8000031,"7,655,751","7,778,893","399,538.3125","1,816,152.875","6,196,714","10,594.98047","1,059,498",false,,Compliant,,130.31,0.79
616,2016,NonResidential,Large Office,(ID616) Court in the Square,401 Second Ave S,Seattle,WA,98104,5247800755,2,DOWNTOWN,47.59858,-122.33198,1907,1,7,"160,580",0,"160,580",Office,Office,"160,580",,,,,,98,27,28,67.90000153,69.69999695,"4,336,187.5","4,501,784","347,207.9063","883,376.6875","3,014,081","9,748.979492","974,898",false,,Compliant,,99.59,0.62
618,2016,NonResidential,Small- and Mid-Sized Office,Prefontaine,110 Prefontaine Pl S,Seattle,WA,98104,5247801045,7,DOWNTOWN,47.60159,-122.32915,1909,1,6,"73,470",0,"73,470","Non-Refrigerated Warehouse, Office, Retail Store",Office,"47,145",Non-Refrigerated Warehouse,"9,477",Retail Store,"9,477",,83,48.59999847,51.59999847,152.6000061,161.8999939,"3,212,269","3,408,133.75",0,"941,462.125","3,212,269",0,0,true,,Error - Correct Default Data,,22.39,0.3
619,2016,Nonresidential COS,Other,King Street Station,303 S Jackson Street,Seattle,WA,98104,5247801160,2,DOWNTOWN,47.59871,-122.3299,1906,1,3,"67,755",0,"67,755","Data Center, Office, Other, Other - Entertainment/Public Assembly",Other,"33,647",Office,"19,705",Other - Entertainment/Public Assembly,"11,988",,,29.10000038,31,91.30000305,97.40000153,"1,904,480","2,031,594.375",0,"558,171.125","1,904,480",0,0,false,,Compliant,,13.28,0.2
620,2016,NonResidential,Mixed Use Property,Pacific Office Automation,1064 4th Ave S,Seattle,WA,98134,7666204795,2,GREATER DUWAMISH,47.59334,-122.32905,1910,1,3,"56,700",0,"56,700","Distribution Center, Non-Refrigerated Warehouse, Office",Office,"26,250",Distribution Center,"18,050",Non-Refrigerated Warehouse,"12,400",,37,41.79999924,43.40000153,119.3000031,120,"2,371,575","2,462,293.5",0,"599,477.125","2,045,416","3,261.589844","326,159",false,,Compliant,,31.58,0.56
621,2016,NonResidential,Warehouse,1021-1045 6th Ave. S.,1045 6th Avenue South,Seattle,WA,98134,7666204800,2,GREATER DUWAMISH,47.59366,-122.32666,1922,1,1,"82,852",0,"82,852","Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,"58,472",Retail Store,"23,282",,,,83,26.29999924,30.20000076,54.70000076,58.79999924,"2,153,603.5","2,472,120",0,"310,101","1,058,065","10,955.38965","1,095,539",false,,Compliant,,65.56,0.79
622,2016,NonResidential,Other,Pacific Galleries,241 S Lander St,Seattle,WA,98134,7666205335,2,GREATER DUWAMISH,47.57941,-122.33131,1953,1,2,"76,442",0,"76,442","Distribution Center, Office, Other",Other,"50,500",Distribution Center,"18,000",Office,"7,604",,,52.29999924,60.59999847,101.6999969,110.4000015,"3,978,277","4,608,482",0,"499,824.9063","1,705,403","22,728.74023","2,272,874",false,,Compliant,,132.6,1.73
623,2016,NonResidential,Distribution Center,Hullin Transfer Building,270 S HANFORD ST,Seattle,WA,98134,7666205408,2,GREATER DUWAMISH,47.57658,-122.33054,1962,1,2,"92,792",0,"92,792","Distribution Center, Office",Distribution Center,"85,343",Office,"13,435",,,,56,31.89999962,35.09999847,76.40000153,79.09999847,"3,155,496","3,471,977.25",0,"593,368.375","2,024,573","11,309.22852","1,130,923",false,,Compliant,,74.18,0.8
624,2016,NonResidential,Other,South Occidental Warehouse,1900 Occidental Ave S,Seattle,WA,98134,7666206115,2,GREATER DUWAMISH,47.58444,-122.33282,1941,2,2,"125,519",0,"125,519",Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,"142,901",,,,,,,15.69999981,15.69999981,49.29999924,49.29999924,"2,244,317","2,244,317",0,"657,771.625","2,244,317",0,0,false,,Compliant,,15.65,0.12
625,2016,NonResidential,Large Office,"2200 Equities, LLC",2200 1st Avenue South,Seattle,WA,98134,7666206220,2,GREATER DUWAMISH,47.58361,-122.33369,1900,1,4,"129,000","25,800","103,200",Office,Office,"104,869",,,,,,80,41.70000076,41.70000076,131,131,"4,374,646","4,374,646",0,"1,282,135.25","4,374,645",0,0,false,,Compliant,,30.5,0.24
626,2016,NonResidential,Warehouse,Warehouse 1,1750 Occidental Ave S,Seattle,WA,98134,7666206285,2,GREATER DUWAMISH,47.58781,-122.33264,1954,1,1,"78,814",0,"78,814",Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"78,814",,,,,,69,10.89999962,11.60000038,28.29999924,29,"861,972.875","911,161.3125",0,"186,145","635,127","2,268.460205","226,846",false,,Compliant,,16.48,0.21
627,2016,NonResidential,Small- and Mid-Sized Office,Roebling Building,901 Occidental Ave S,Seattle,WA,98134,7666206640,2,GREATER DUWAMISH,47.59486,-122.33368,1904,1,4,"58,970",0,"58,970","Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,"39,870",Non-Refrigerated Warehouse,"11,600",Multifamily Housing,"7,000",,,30.39999962,32.79999924,73.09999847,75.5,"1,776,411.75","1,916,863.375",0,"337,741.6875","1,152,375","6,240.369629","624,037",false,,Compliant,,41.18,0.7
628,2016,NonResidential,Distribution Center,Palmer Court Building,1000 1st Ave S,Seattle,WA,98134,7666206676,2,GREATER DUWAMISH,47.59403,-122.33367,1910,1,6,"75,600","10,800","64,800","Distribution Center, Office, Parking",Distribution Center,"51,040",Office,"10,500",Parking,"6,000",,15,43.70000076,43.70000076,137.1999969,137.1999969,"2,688,675.75","2,688,675.75",0,"788,005.6875","2,688,675",0,0,false,,Compliant,,18.74,0.25
629,2016,NonResidential,Distribution Center,1016 1st Ave S LP,1014 1st Ave S,Seattle,WA,98134,7666206690,2,GREATER DUWAMISH,47.59363,-122.33371,1907,1,4,"56,270",0,"56,270","Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",Distribution Center,"39,884",Non-Refrigerated Warehouse,"9,270",Office,"4,116",,,18.79999924,18.79999924,59,59,"1,056,782.125","1,056,782.125",0,"309,725.0938","1,056,782",0,0,false,,Compliant,,7.37,0.13
630,2016,NonResidential,Small- and Mid-Sized Office,The Reedo Building,542 1st Avenue South,Seattle,WA,98104,7666206851,2,DOWNTOWN,47.59701,-122.33378,1904,1,4,"66,842",0,"66,842","Office, Retail Store",Office,"43,122",Retail Store,"10,514",,,,31,104.5999985,103.5,244.5,241.1000061,"5,608,600.5","5,550,151",0,"1,013,347","3,457,540","21,510.59766","2,151,060",false,,Compliant,,138.35,2.07
632,2016,NonResidential,Small- and Mid-Sized Office,Provident Building,568 1st Avenue South,Seattle,WA,98104,7666206871,2,DOWNTOWN,47.59639,-122.33368,1909,1,6,"75,288","10,800","64,488","Office, Parking",Office,"65,508",Parking,"10,918",,,,81,44.09999847,45.40000153,138.6000061,142.5,"2,891,605","2,972,492.75",0,"847,370.625","2,891,229",3.75999999,376,false,,Compliant,,20.18,0.27
633,2016,NonResidential,Large Office,83 S KING ST BLDG (ID633),83 S KING ST,Seattle,WA,98104,7666206895,2,DOWNTOWN,47.59806,-122.33475,1904,1,7,"184,322",0,"184,322","Data Center, Office",Office,"183,916",Data Center,406,,,,81,52.70000076,52.70000076,165.6000061,165.6000061,"9,722,890","9,722,890",0,"2,849,615.75","9,722,889",0,0,false,,Compliant,,67.78,0.37
634,2016,NonResidential,Large Office,505 FIRST AVE S BLDG (ID634),505 1ST AVE S,Seattle,WA,98104,7666206900,2,DOWNTOWN,47.59767,-122.33467,2009,1,7,"287,853",0,"287,853","Office, Retail Store",Office,"273,812",Retail Store,"12,102",,,,43,89.40000153,89.40000153,280.2000122,280.2000122,"25,567,108","25,567,108",0,"7,468,517.5","25,482,582",845.2400513,"84,524",false,,Compliant,,182.14,0.63
635,2016,NonResidential,Small- and Mid-Sized Office,1201 Building,"1201 1st Ave. S.,",Seattle,WA,98134,7666206966,2,GREATER DUWAMISH,47.59202,-122.33486,1914,1,2,"64,512",0,"64,512",Office,Office,"63,000",,,,,,53,94.69999695,97.09999847,197.3999939,199.1000061,"5,968,153.5","6,114,759.5",0,"865,222.3125","2,952,139","30,160.14844","3,016,015",false,,Compliant,,180.76,2.8
637,2016,NonResidential,Mixed Use Property,Stadium Innovation Center,1531 Utah Ave S,Seattle,WA,98134,7666207045,2,GREATER DUWAMISH,47.58924,-122.33566,2009,1,6,"286,000","111,774","174,226","Distribution Center, Office, Other, Other - Recreation, Parking",Parking,"111,774",Office,"108,747",Other,"49,271",,,366.3999939,362.6000061,"1,150.300049","1,138.400024","63,835,192","63,172,816",0,"18,705,198","63,822,136",130.5299988,"13,053",false,,Compliant,,445.62,1.56
638,2016,NonResidential,Warehouse,West Coast Building,2203 1st Ave. S.,Seattle,WA,98134,7666207175,2,GREATER DUWAMISH,47.58365,-122.33467,1926,1,7,"144,050",0,"144,050",Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"144,050",,,,,,26,27.29999924,30.20000076,63.29999924,66.40000153,"3,929,371","4,347,677",0,"700,417.625","2,389,825","15,395.45898","1,539,546",false,,Compliant,,98.43,0.68
639,2016,NonResidential,Small- and Mid-Sized Office,Green Room,2245 1st Ave. South,Seattle,WA,98104,7666207195,2,GREATER DUWAMISH,47.58252,-122.33465,1930,1,3,"60,592",0,"60,592",Office,Office,"60,384",,,,,,16,83.59999847,84.59999847,253.5,254.5,"5,049,446.5","5,107,519.5",0,"1,403,403.75","4,788,414","2,610.318604","261,032",false,,Compliant,,47.25,0.78
640,2016,NonResidential,Large Office,Starbucks Center,2401 Utah Ave South,Seattle,WA,98134,7666207220,2,GREATER DUWAMISH,47.58181,-122.33534,1912,0,6,"1,380,959",0,"1,380,959","Non-Refrigerated Warehouse, Office, Retail Store",Office,"1,000,730",Retail Store,"281,296",Non-Refrigerated Warehouse,"220,303",,79,49.29999924,50.09999847,146.1000061,147.1999969,"74,130,576","75,252,304",0,"19,859,480","67,760,546","63,700.19922","6,370,020",false,,Compliant,,810.7,0.59
641,2016,NonResidential,Retail Store,The Home Depot,2701 Utah Avenue South,Seattle,WA,98134,7666207295,2,GREATER DUWAMISH,47.57842,-122.33558,1993,1,1,"107,930",0,"107,930",Retail Store,Retail Store,"107,704",,,,,,57,67,70.5,189.5,193.1000061,"7,221,482.5","7,589,347.5",0,"1,798,386.125","6,136,093","10,853.88379","1,085,388",false,,Compliant,,100.42,0.93
642,2016,NonResidential,Warehouse,99/55 South Spokane St. Whse,99/55 South Spokane St.,Seattle,WA,98134,7666207506,2,GREATER DUWAMISH,47.57096,-122.3355,1926,1,1,"99,084",0,"99,084",Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"99,084",,,,,,83,16.29999924,18.60000038,33.90000153,36.29999924,"1,618,110.375","1,838,287.25",0,"233,027","795,088","8,230.220703","823,022",false,,Compliant,,49.25,0.5
647,2016,NonResidential,Distribution Center,Ferguson Building,4100 W Marginal Way SW,Seattle,WA,98106,7666703530,1,Delridge,47.56676,-122.35247,1953,1,1,"72,719",0,"72,719",Distribution Center,Distribution Center,"72,719",,,,,,28,35.5,38.20000076,96.09999847,100.4000015,"2,581,741.75","2,774,363.5",0,"599,482.625","2,045,435","5,363.070313","536,307",false,,Compliant,,42.74,0.59
649,2016,NonResidential,Small- and Mid-Sized Office,INScape,815 Seattle Blvd S.,Seattle,WA,98134,7669800045,3,EAST,47.59534849,-122.327269,1930,0,4,"76,624",0,"76,624",Office,Office,"76,624",,,,,,91,36.20000076,41.29999924,105.3000031,121.5,"2,773,647.5","3,166,841.75",0,"723,489.8125","2,468,547","3,051","305,100",false,,Compliant,,33.41,0.44
650,2016,NonResidential,Small- and Mid-Sized Office,45th Street Plaza,1100 NE 45th ST,Seattle,WA,98105,7733600055,4,NORTHEAST,47.66158,-122.31625,2001,1,6,"91,706","36,583","55,123","Office, Other, Parking",Office,"53,281",Parking,"34,701",Other,"3,724",,2,150.3000031,150.3000031,472.1000061,472.1000061,"8,570,571","8,570,571",0,"2,511,890.5","8,570,570",0,0,false,,Compliant,,59.75,0.65
651,2016,NonResidential,Medical Office,BMR-530 Fairview Avenue LLC,530 Fairview Avenue North,Seattle,WA,98109,7863500020,7,LAKE UNION,47.62395,-122.33392,2008,1,5,"129,093","39,902","89,191","Medical Office, Other, Parking",Medical Office,"89,131",Parking,"37,652",Other,"5,615",,6,203.1999969,210,473.6000061,480.7999878,"19,248,732","19,892,050",0,"3,458,477","11,800,324","74,484.07031","7,448,407",false,,Compliant,,477.85,3.7
652,2016,NonResidential,Large Office,West Seattle Corporate Center,4025 Delridge Way SW,Seattle,WA,98106,7881500200,1,DELRIDGE,47.56787,-122.36419,1991,1,5,"138,106","16,221","121,885","Office, Parking",Office,"119,083",Parking,"16,221",,,,41,70.40000153,70.40000153,221,221,"8,381,834.5","8,381,834.5",0,"2,456,574.75","8,381,833",0,0,false,,Compliant,,58.43,0.42
654,2016,NonResidential,Retail Store,AIRPORT WAY SOUTH,4101 - 4111 AIRPORT WAY S,Seattle,WA,98108,7886100495,2,GREATER DUWAMISH,47.56664,-122.32346,1973,1,1,"56,572",0,"56,572",Retail Store,Retail Store,"56,576",,,,,,66,42.59999847,44.90000153,93.30000305,95.69999695,"2,409,429","2,540,840.5",0,"385,429.3125","1,315,085","10,943.44043","1,094,344",false,,Compliant,,67.29,1.19
655,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Tashiro_kaplan,101 Prefontaine PL S,Seattle,WA,98104,8566600000,7,DOWNTOWN,47.60138,-122.32997,2002,1,6,"117,950","11,210","106,740","Multifamily Housing, Other - Lodging/Residential, Parking",Multifamily Housing,"117,950",,,,,,55,27,29.10000038,83.69999695,89.90000153,"3,187,950.75","3,434,358.5",0,"914,822.8125","3,121,375",665.75,"66,575",false,,Compliant,,25.3,0.21
656,2016,NonResidential,Medical Office,Arnold Pavilion,1221 Madison Street,Seattle,WA,98104,8725990000,3,EAST,47.60979,-122.32298,2004,1,0,"225,982",0,"225,982",Medical Office,Medical Office,"200,184",,,,,,53,102.6999969,103.6999969,246.8999939,245.3000031,"20,560,622","20,764,814","7,815,663","3,735,333.25","12,744,957",0,0,false,,Compliant,,692.12,3.06
657,2016,NonResidential,Mixed Use Property,2200 Westlake - SEDO,2200 Westlake Ave.,Seattle,WA,98121,8729740000,7,DOWNTOWN,47.61783,-122.33729,2006,0,0,"516,407",0,"516,407","Financial Office, Hotel, Multifamily Housing, Other, Parking, Restaurant, Supermarket/Grocery Store",Parking,"385,196",Multifamily Housing,"340,236",Hotel,"67,627",,31,76.30000305,78.90000153,199.1999969,202,"39,403,320","40,754,364",0,"8,626,261","29,432,803","99,705.11719","9,970,512",false,,Compliant,,734.72,1.42
658,2016,NonResidential,Large Office,505 Union Station - SEDO,505 5th Ave. South,Seattle,WA,98104,8809700020,2,DOWNTOWN,47.59794,-122.32767,2000,1,11,"312,512",0,"312,512","Data Center, Office, Restaurant",Office,"303,312",Data Center,"4,738",Restaurant,"4,462",,,82.40000153,82.40000153,257.7999878,257.7999878,"25,747,022","25,747,022",0,"7,508,547.5","25,619,164","1,278.549927","127,855",false,,Compliant,,185.39,0.59
659,2016,NonResidential,Large Office,Russell Investments Center,1301 2nd Ave,Seattle,WA,98101,9184500000,7,DOWNTOWN,47.6074,-122.33777,2005,1,42,"1,592,914",0,"1,592,914","Data Center, Financial Office, Office, Parking, Restaurant",Office,"914,832",Parking,"348,788",Financial Office,"303,910","201,620,142,012,201,120,082,007",97,45.29999924,45.5,140,140.1999969,"56,498,868","56,785,916","986,403.1875","16,155,898","55,123,924","3,885.316895","388,532",false,,Compliant,,481.06,0.3
660,2016,NonResidential,Small- and Mid-Sized Office,1505 5th Ave,1505 5th Ave.,Seattle,WA,98101,1975700220,7,DOWNTOWN,47.61077,-122.3361,1926,1,6,"97,720",0,"97,720","Data Center, Office, Retail Store",Office,"51,881",Data Center,"11,999",Retail Store,"9,713",,,33.70000076,33.70000076,105.6999969,105.6999969,"2,478,025.25","2,478,025.25",0,"726,267.625","2,478,025",0,0,false,,Compliant,,17.28,0.18
661,2016,NonResidential,Medical Office,Elmer J. Nordstrom Medical Tower,1229 madison Street,Seattle,WA,98104,6108450000,3,EAST,47.61002,-122.32222,1985,1,10,"422,503","206,580","215,923",Medical Office,Medical Office,"197,408",,,,,,46,87.40000153,87.40000153,264.7000122,264.7000122,"17,254,810","17,254,810","994,154.3125","4,765,725","16,260,654",0,0,false,,Compliant,,190.1,0.45
671,2016,NonResidential,Medical Office,Jefferson Tower,1600 E Jefferson St,Seattle,WA,98122,7942600570,3,CENTRAL,47.60649,-122.31121,1987,1,7,"94,500",0,"94,500",Medical Office,Medical Office,"113,739",,,,,,68,50.90000153,50.5,159.8999939,158.5,"5,792,926","5,739,540",0,"1,697,809.25","5,792,925",0,0,false,,Compliant,,40.38,0.43
673,2016,NonResidential,Retail Store,#8944 West Seattle,7345 Delridge Way SW,Seattle,WA,98106,7985400295,1,DELRIDGE,47.53655,-122.36377,2005,0,1,"94,713",0,"94,713",Retail Store,Retail Store,"109,758",,,,,,79,49.40000153,53,131.5,135.3000031,"5,417,598","5,820,712.5",0,"1,225,938.125","4,182,901","12,346.9668","1,234,697",false,,Compliant,,94.74,1
674,2016,NonResidential,Medical Office,7th and Madison,904   7th Ave.,Seattle,WA,98122,8590400395,7,EAST,47.60707,-122.3288,2008,1,9,"302,902","101,342","201,560","Medical Office, Parking",Medical Office,"201,365",Parking,"86,270",,,,58,73.30000305,73.5,223.8000031,224.1000061,"14,751,117","14,802,479",0,"4,148,730.5","14,155,468","5,956.470215","595,647",false,,Compliant,,130.32,0.43
677,2016,NonResidential,Medical Office,Cabrini Medical Tower,901 Boren Avenue,Seattle,WA,98104,8590901010,3,EAST,47.60883,-122.32494,1973,1,19,"319,911","156,407","163,504","Medical Office, Parking",Medical Office,"170,727",Parking,"69,171",,,,50,88.30000305,90.69999695,236.3000031,238.5,"15,067,340","15,490,998","3,593,940.25","3,362,660.75","11,473,398",0,0,false,,Compliant,,357.39,1.12
